exit_n,time,run
147,45.2499999999985,7
148,45.77499999999847,7
149,46.074999999998454,7
150,46.399999999998435,7
151,46.62499999999842,7
152,46.749999999998415,7
153,47.39999999999838,7
154,47.42499999999838,7
155,47.57499999999837,7
156,48.19999999999833,7
157,48.324999999998326,7
158,48.64999999999831,7
159,48.92499999999829,7
160,49.34999999999827,7
161,49.374999999998266,7
162,50.14999999999822,7
163,50.32499999999821,7
164,50.94999999999818,7
165,50.999999999998174,7
166,51.09999999999817,7
167,51.674999999998136,7
168,51.74999999999813,7
169,51.74999999999813,7
170,52.44999999999809,7
171,52.52499999999809,7
172,52.574999999998084,7
173,53.249999999998046,7
174,53.39999999999804,7
175,53.52499999999803,7
176,54.024999999998,7
177,54.124999999997996,7
178,54.499999999997975,7
179,55.09999999999794,7
180,55.12499999999794,7
181,55.27499999999793,7
182,55.724999999997905,7
183,56.12499999999788,7
184,56.17499999999788,7
185,56.799999999997844,7
