t,r,v
4.0800,0.019036642594993318,0.08973271694067574
4.1000,0.02006380767130936,0.012810573391652348
4.1200,0.019562149485968645,-0.062189694772791106
4.1400,0.01762604500876533,-0.12976844035285734
4.1600,0.014452904373409146,-0.18518277428303329
4.1800,0.01032465721973098,-0.22477062448094273
4.2000,0.005583652051691209,-0.24618239994342037
4.2200,0.0006049676505538987,-0.248506502293912
4.2400,-0.004232672561169484,-0.2322833265313413
4.2600,-0.00857517037221325,-0.19941087654260134
4.2800,-0.012118437282636898,-0.15295305564582423
4.3000,-0.014629115733987903,-0.09686850910763568
4.3200,-0.015959271982111944,-0.035683129608976794
4.3400,-0.0160541943398523,0.025867341670848854
4.3600,-0.014952975049355662,0.08319695164017878
4.3800,-0.012782102135205623,0.13220461013500626
4.4000,-0.009742798391868729,0.16956062930494817
4.4200,-0.006093281619684098,0.19292525488916062
4.4400,-0.002127453641395858,0.20108549617431654
4.4600,0.0018482653941579235,0.194003142185385
4.4800,0.005538167258215504,0.1727737149391154
4.5000,0.008678822353643341,0.1395027359933583
4.5200,0.011057442938705175,0.09711158676643059
4.5400,0.012525798409698025,0.04909001451937924
4.5600,0.013008815095164413,-0.0007843376396171835
4.5800,0.012507420286964119,-0.048737309986135326
4.6000,0.011095634250875284,-0.09127846183282146
4.6200,0.008912341111967675,-0.12544976240845807
4.6400,0.006148548696455197,-0.14902544119965308
4.6600,0.003031252255833961,-0.1606499762448994
4.6800,-0.00019477236755342315,-0.15990628076483154
4.7000,-0.0032858162794805494,-0.14731163036569545
4.7200,-0.006017301742020766,-0.1242443327017302
4.7400,-0.008199750402361919,-0.09280917418225247
4.7600,-0.009691547630304137,-0.05565392615283652
4.7800,-0.01040767444288082,-0.015752369732538397
4.8000,-0.010323908995208056,0.023828791824454697
4.8200,-0.009476354766885242,0.06016121628362081
4.8400,-0.007956505069667526,0.09066728749836502
4.8600,-0.0059023772584426105,0.11329849342914664
4.8800,-0.003486522066941864,0.12666783581848845
4.9000,-0.0009019155354393439,0.1301281525889254
4.9200,0.0016531393444672493,0.12379255522988393
4.9400,0.003989942684201482,0.10849762533196357
4.9600,0.005943056650474648,0.08571424253580726
4.9800,0.00738172613529975,0.05741462438607789
5.0000,0.008218296365901797,0.025907090872422895
