white_y,run,final_time,final_ball_amount
44.94736842105263,2,24.7624,8
44.94736842105263,2,69.4524,4
44.94736842105263,2,234.3177,0
44.94736842105263,3,32.488,12
44.94736842105263,3,56.683,8
44.94736842105263,3,92.4395,4
44.94736842105263,3,147.0141,0
44.94736842105263,4,20.4771,12
44.94736842105263,4,40.9586,8
44.94736842105263,4,119.5012,4
44.94736842105263,4,313.014,0
44.94736842105263,5,12.1657,12
44.94736842105263,5,31.1006,8
44.94736842105263,5,52.4568,4
44.94736842105263,5,378.8874,0
44.94736842105263,6,15.7885,12
44.94736842105263,6,51.9093,8
44.94736842105263,6,87.2591,4
44.94736842105263,6,408.4802,0
44.94736842105263,7,14.6609,12
44.94736842105263,7,25.765,8
44.94736842105263,7,114.6178,4
44.94736842105263,7,411.1208,0
44.94736842105263,8,13.3482,12
44.94736842105263,8,38.1764,8
44.94736842105263,8,126.8209,4
44.94736842105263,8,307.4522,0
44.94736842105263,9,37.0937,12
44.94736842105263,9,51.240100000000005,8
44.94736842105263,9,93.0111,4
44.94736842105263,9,1042.1041,0
44.94736842105263,10,14.8676,12
44.94736842105263,10,25.3324,8
44.94736842105263,10,52.7061,4
44.94736842105263,10,2308.9857,0
44.94736842105263,11,35.5858,12
44.94736842105263,11,60.410500000000006,8
44.94736842105263,11,159.4908,4
45.68421052631579,0,14.5882,12
45.68421052631579,0,24.0852,8
45.68421052631579,0,47.5642,4
45.68421052631579,0,99.1366,0
45.68421052631579,1,11.8396,12
45.68421052631579,1,18.3111,8
45.68421052631579,1,68.9787,4
45.68421052631579,1,183.7499,0
45.68421052631579,2,26.4026,12
45.68421052631579,2,37.5454,8
45.68421052631579,2,76.1966,4
45.68421052631579,2,144.4076,0
45.68421052631579,3,13.0874,12
45.68421052631579,3,37.3953,8
45.68421052631579,3,50.1274,4
45.68421052631579,3,247.0074,0
45.68421052631579,4,17.855600000000003,12
45.68421052631579,4,29.2527,8
45.68421052631579,4,85.1003,4
45.68421052631579,4,200.0894,0
45.68421052631579,5,18.61,12
45.68421052631579,5,37.3908,8
45.68421052631579,5,61.2704,4
45.68421052631579,5,196.039,0
45.68421052631579,6,10.9952,12
45.68421052631579,6,27.0906,8
45.68421052631579,6,66.4273,4
45.68421052631579,6,230.7916,0
45.68421052631579,7,19.8066,12
45.68421052631579,7,33.3115,8
45.68421052631579,7,73.2592,4
45.68421052631579,7,416.0797,0
45.68421052631579,8,17.1915,12
45.68421052631579,8,42.1698,8
45.68421052631579,8,138.0363,4
45.68421052631579,8,279.8849,0
45.68421052631579,9,8.9245,12
45.68421052631579,9,38.3342,8
45.68421052631579,9,80.3386,4
45.68421052631579,9,515.1003000000001,0
45.68421052631579,10,31.5493,12
45.68421052631579,10,54.2935,8
45.68421052631579,10,138.43210000000002,4
45.68421052631579,10,383.4978,0
45.68421052631579,11,23.3177,12
45.68421052631579,11,43.5392,8
45.68421052631579,11,90.4178,4
45.68421052631579,11,793.2752,0
46.421052631578945,0,13.5075,12
46.421052631578945,0,15.6475,8
46.421052631578945,0,41.5655,4
46.421052631578945,0,148.6048,0
46.421052631578945,1,14.092,12
46.421052631578945,1,18.503500000000003,8
46.421052631578945,1,53.401500000000006,4
46.421052631578945,1,122.065,0
46.421052631578945,2,13.667800000000002,12
46.421052631578945,2,25.0451,8
46.421052631578945,2,49.0953,4
46.421052631578945,2,119.2439,0
46.421052631578945,3,9.342,12
46.421052631578945,3,25.1136,8
46.421052631578945,3,45.174,4
46.421052631578945,3,189.9096,0
46.421052631578945,4,11.1269,12
46.421052631578945,4,14.5441,8
46.421052631578945,4,42.6794,4
46.421052631578945,4,264.4975,0
46.421052631578945,5,6.0327,12
46.421052631578945,5,36.2372,8
46.421052631578945,5,74.9113,4
46.421052631578945,5,192.7379,0
46.421052631578945,6,20.8691,12
46.421052631578945,6,54.4863,8
46.421052631578945,6,68.9024,4
46.421052631578945,6,101.4377,0
46.421052631578945,7,16.2129,12
46.421052631578945,7,28.0621,8
46.421052631578945,7,101.0557,4
46.421052631578945,7,208.6002,0
46.421052631578945,8,13.9511,12
46.421052631578945,8,40.231,8
46.421052631578945,8,65.2626,4
46.421052631578945,8,352.2013,0
46.421052631578945,9,9.6454,12
46.421052631578945,9,40.5442,8
46.421052631578945,9,51.469100000000005,4
46.421052631578945,9,1374.5654,0
46.421052631578945,10,18.2431,12
46.421052631578945,10,33.792500000000004,8
46.421052631578945,10,74.5318,4
46.421052631578945,10,1329.5098,0
46.421052631578945,11,29.7345,12
46.421052631578945,11,40.1531,8
46.421052631578945,11,116.9158,4
46.421052631578945,11,1466.6342,0
47.1578947368421,0,12.5962,12
47.1578947368421,0,40.6599,8
47.1578947368421,0,44.459900000000005,4
47.1578947368421,0,94.4115,0
47.1578947368421,1,7.6848,12
47.1578947368421,1,41.3397,8
47.1578947368421,1,69.9743,4
47.1578947368421,1,110.6892,0
47.1578947368421,2,19.3792,12
47.1578947368421,2,37.1047,8
47.1578947368421,2,44.4429,4
47.1578947368421,2,156.38330000000002,0
47.1578947368421,3,12.8136,12
47.1578947368421,3,37.4732,8
47.1578947368421,3,69.90140000000001,4
47.1578947368421,3,201.6622,0
47.1578947368421,4,18.8162,12
47.1578947368421,4,41.5043,8
47.1578947368421,4,63.825700000000005,4
47.1578947368421,4,198.7687,0
47.1578947368421,5,12.8689,12
47.1578947368421,5,31.7895,8
47.1578947368421,5,57.4701,4
47.1578947368421,5,281.1514,0
47.1578947368421,6,16.1982,12
47.1578947368421,6,32.0948,8
47.1578947368421,6,76.25200000000001,4
47.1578947368421,6,391.7201,0
47.1578947368421,7,9.1887,12
47.1578947368421,7,26.0679,8
47.1578947368421,7,84.7719,4
47.1578947368421,7,359.6612,0
47.1578947368421,8,34.926700000000004,12
47.1578947368421,8,49.746500000000005,8
47.1578947368421,8,104.0981,4
47.1578947368421,8,351.73810000000003,0
47.1578947368421,9,18.6805,12
47.1578947368421,9,57.588,8
47.1578947368421,9,87.8495,4
47.1578947368421,9,364.9448,0
47.1578947368421,10,8.036900000000001,12
47.1578947368421,10,15.7348,8
47.1578947368421,10,76.7975,4
47.1578947368421,10,1089.3939,0
47.1578947368421,11,25.4457,12
47.1578947368421,11,46.9783,8
47.1578947368421,11,82.89150000000001,4
47.1578947368421,11,649.2057,0
47.89473684210526,0,17.613500000000002,12
47.89473684210526,0,40.4145,8
47.89473684210526,0,63.8992,4
47.89473684210526,0,128.0192,0
47.89473684210526,1,9.6236,12
47.89473684210526,1,20.7002,8
47.89473684210526,1,53.9159,4
47.89473684210526,1,314.2302,0
47.89473684210526,2,27.5896,12
47.89473684210526,2,53.2034,8
47.89473684210526,2,68.7309,4
47.89473684210526,2,150.47750000000002,0
47.89473684210526,3,14.8487,12
47.89473684210526,3,39.283100000000005,8
47.89473684210526,3,79.6962,4
47.89473684210526,3,184.4864,0
47.89473684210526,4,11.9243,12
47.89473684210526,4,37.7438,8
47.89473684210526,4,51.984300000000005,4
47.89473684210526,4,273.6137,0
47.89473684210526,5,10.4964,12
47.89473684210526,5,31.210600000000003,8
47.89473684210526,5,46.244600000000005,4
47.89473684210526,5,331.403,0
47.89473684210526,6,8.6624,12
47.89473684210526,6,27.5668,8
47.89473684210526,6,117.3829,4
47.89473684210526,6,373.5801,0
47.89473684210526,7,13.1375,12
47.89473684210526,7,66.3657,8
47.89473684210526,7,93.104,4
47.89473684210526,7,287.4873,0
47.89473684210526,8,18.0027,12
47.89473684210526,8,31.8354,8
47.89473684210526,8,82.4007,4
47.89473684210526,8,427.8858,0
47.89473684210526,9,32.4305,12
47.89473684210526,9,38.645700000000005,8
47.89473684210526,9,80.3471,4
47.89473684210526,9,476.5737,0
47.89473684210526,10,15.7291,12
47.89473684210526,10,44.3492,8
47.89473684210526,10,108.76,4
47.89473684210526,10,554.2972,0
47.89473684210526,11,13.8233,12
47.89473684210526,11,40.6926,8
47.89473684210526,11,104.2802,4
47.89473684210526,11,422.4027,0
48.63157894736842,0,14.6201,12
48.63157894736842,0,41.3515,8
48.63157894736842,0,158.68630000000002,4
48.63157894736842,0,322.60450000000003,0
48.63157894736842,1,14.4451,12
48.63157894736842,1,38.9112,8
48.63157894736842,1,118.7187,4
48.63157894736842,1,308.14050000000003,0
48.63157894736842,2,18.0325,12
48.63157894736842,2,53.3419,8
48.63157894736842,2,129.5053,4
48.63157894736842,2,311.7197,0
48.63157894736842,3,14.4008,12
48.63157894736842,3,48.8421,8
48.63157894736842,3,143.57580000000002,4
48.63157894736842,3,252.5921,0
48.63157894736842,4,37.3633,12
48.63157894736842,4,88.8091,8
48.63157894736842,4,144.51850000000002,4
48.63157894736842,4,259.9259,0
48.63157894736842,5,14.4603,12
48.63157894736842,5,64.88810000000001,8
48.63157894736842,5,176.8043,4
48.63157894736842,5,592.5575,0
48.63157894736842,6,14.4651,12
48.63157894736842,6,95.399,8
48.63157894736842,6,171.223,4
48.63157894736842,6,647.2953,0
48.63157894736842,7,14.3199,12
48.63157894736842,7,107.8582,8
48.63157894736842,7,284.6797,4
48.63157894736842,7,474.288,0
48.63157894736842,8,14.4391,12
48.63157894736842,8,88.2405,8
48.63157894736842,8,180.1047,4
48.63157894736842,8,981.5251,0
48.63157894736842,9,14.4335,12
48.63157894736842,9,43.3273,8
48.63157894736842,9,216.7115,4
48.63157894736842,9,1198.5747,0
48.63157894736842,10,14.4837,12
48.63157894736842,10,38.6734,8
48.63157894736842,10,84.2548,4
48.63157894736842,10,2921.7336,0
48.63157894736842,11,14.3342,12
48.63157894736842,11,73.6493,8
48.63157894736842,11,157.8263,4
48.63157894736842,11,2840.3610000000003,0
49.368421052631575,0,12.4239,12
49.368421052631575,0,22.378,8
49.368421052631575,0,35.9626,4
49.368421052631575,0,227.0215,0
49.368421052631575,1,14.1673,12
49.368421052631575,1,21.2903,8
49.368421052631575,1,41.3753,4
49.368421052631575,1,240.1082,0
49.368421052631575,2,10.9593,12
49.368421052631575,2,23.8956,8
49.368421052631575,2,70.6597,4
49.368421052631575,2,118.4649,0
49.368421052631575,3,10.8917,12
49.368421052631575,3,24.7784,8
49.368421052631575,3,45.7642,4
49.368421052631575,3,155.1339,0
49.368421052631575,4,23.5348,12
49.368421052631575,4,37.3498,8
49.368421052631575,4,65.9517,4
49.368421052631575,4,131.481,0
49.368421052631575,5,14.6784,12
49.368421052631575,5,44.819,8
49.368421052631575,5,98.3083,4
49.368421052631575,5,138.7901,0
49.368421052631575,6,19.229100000000003,12
49.368421052631575,6,46.2193,8
49.368421052631575,6,77.5926,4
49.368421052631575,6,245.7996,0
49.368421052631575,7,11.8044,12
49.368421052631575,7,22.2521,8
49.368421052631575,7,108.387,4
49.368421052631575,7,247.2063,0
49.368421052631575,8,11.7776,12
49.368421052631575,8,32.461600000000004,8
49.368421052631575,8,41.0594,4
49.368421052631575,8,934.9339,0
49.368421052631575,9,11.007,12
49.368421052631575,9,23.258000000000003,8
49.368421052631575,9,55.9628,4
49.368421052631575,9,818.1197000000001,0
49.368421052631575,10,15.6299,12
49.368421052631575,10,42.3712,8
49.368421052631575,10,85.0146,4
49.368421052631575,10,652.8050000000001,0
49.368421052631575,11,10.9456,12
49.368421052631575,11,34.2466,8
49.368421052631575,11,86.48400000000001,4
49.368421052631575,11,1609.4868,0
50.10526315789474,0,15.5682,12
50.10526315789474,0,39.6319,8
50.10526315789474,0,85.6794,4
50.10526315789474,0,143.3275,0
50.10526315789474,1,26.7042,12
50.10526315789474,1,50.956900000000005,8
50.10526315789474,1,63.1296,4
50.10526315789474,1,153.6507,0
50.10526315789474,2,19.0083,12
50.10526315789474,2,45.8282,8
50.10526315789474,2,65.0336,4
50.10526315789474,2,205.2361,0
50.10526315789474,3,28.4388,12
50.10526315789474,3,60.774800000000006,8
50.10526315789474,3,102.2613,4
50.10526315789474,3,136.084,0
50.10526315789474,4,13.9335,12
50.10526315789474,4,38.5439,8
50.10526315789474,4,64.9503,4
50.10526315789474,4,265.51460000000003,0
50.10526315789474,5,18.4078,12
50.10526315789474,5,39.0674,8
50.10526315789474,5,129.1741,4
50.10526315789474,5,268.8526,0
50.10526315789474,6,32.264900000000004,12
50.10526315789474,6,51.6863,8
50.10526315789474,6,85.79740000000001,4
50.10526315789474,6,256.1091,0
50.10526315789474,7,26.199,12
50.10526315789474,7,41.571000000000005,8
50.10526315789474,7,105.7647,4
50.10526315789474,7,486.5364,0
50.10526315789474,8,9.4744,12
50.10526315789474,8,34.5122,8
50.10526315789474,8,57.923300000000005,4
50.10526315789474,8,993.6623,0
50.10526315789474,9,11.2887,12
50.10526315789474,9,35.3858,8
50.10526315789474,9,95.8916,4
50.10526315789474,9,860.2649,0
50.10526315789474,10,17.1599,12
50.10526315789474,10,46.9255,8
50.10526315789474,10,115.017,4
50.10526315789474,10,1028.872,0
50.10526315789474,11,24.384,12
50.10526315789474,11,33.2249,8
50.10526315789474,11,64.32220000000001,4
50.84210526315789,0,13.8363,12
50.84210526315789,0,17.787300000000002,8
50.84210526315789,0,41.0278,4
50.84210526315789,0,269.2228,0
50.84210526315789,1,16.323600000000003,12
50.84210526315789,1,29.4213,8
50.84210526315789,1,74.943,4
50.84210526315789,1,173.8536,0
50.84210526315789,2,18.9734,12
50.84210526315789,2,41.5545,8
50.84210526315789,2,58.688300000000005,4
50.84210526315789,2,134.57590000000002,0
50.84210526315789,3,8.849,12
50.84210526315789,3,20.8656,8
50.84210526315789,3,83.498,4
50.84210526315789,3,275.2567,0
50.84210526315789,4,8.0503,12
50.84210526315789,4,39.9996,8
50.84210526315789,4,96.7699,4
50.84210526315789,4,212.9534,0
50.84210526315789,5,18.0686,12
50.84210526315789,5,36.9495,8
50.84210526315789,5,52.5405,4
50.84210526315789,5,383.624,0
50.84210526315789,6,31.6978,12
50.84210526315789,6,47.4665,8
50.84210526315789,6,76.59490000000001,4
50.84210526315789,6,263.7398,0
50.84210526315789,7,15.5496,12
50.84210526315789,7,23.608,8
50.84210526315789,7,59.2268,4
50.84210526315789,7,1041.8918,0
50.84210526315789,8,23.4524,12
50.84210526315789,8,55.4202,8
50.84210526315789,8,127.4427,4
50.84210526315789,8,666.9342,0
50.84210526315789,9,10.6336,12
50.84210526315789,9,45.6819,8
50.84210526315789,9,105.7757,4
50.84210526315789,9,717.8165,0
50.84210526315789,10,10.6664,12
50.84210526315789,10,24.6328,8
50.84210526315789,10,67.3908,4
50.84210526315789,10,3021.3391,0
50.84210526315789,11,37.6189,12
50.84210526315789,11,43.692,8
50.84210526315789,11,81.2621,4
50.84210526315789,11,3417.8528,0
51.578947368421055,0,30.6972,12
51.578947368421055,0,60.6505,8
51.578947368421055,0,68.8728,4
51.578947368421055,0,180.1937,0
51.578947368421055,1,24.9625,12
51.578947368421055,1,44.9937,8
51.578947368421055,1,106.4959,4
51.578947368421055,1,252.8703,0
51.578947368421055,2,20.1149,12
51.578947368421055,2,46.517700000000005,8
51.578947368421055,2,78.4214,4
51.578947368421055,2,296.4279,0
51.578947368421055,3,19.9375,12
51.578947368421055,3,42.589400000000005,8
51.578947368421055,3,100.2338,4
51.578947368421055,3,472.2268,0
51.578947368421055,4,24.18,12
51.578947368421055,4,49.8755,8
51.578947368421055,4,95.676,4
51.578947368421055,4,301.983,0
51.578947368421055,5,23.2996,12
51.578947368421055,5,41.9046,8
51.578947368421055,5,84.4594,4
51.578947368421055,5,617.8209,0
51.578947368421055,6,20.2296,12
51.578947368421055,6,55.226400000000005,8
51.578947368421055,6,124.7364,4
51.578947368421055,6,402.5914,0
51.578947368421055,7,25.6168,12
51.578947368421055,7,87.50460000000001,8
51.578947368421055,7,160.54850000000002,4
51.578947368421055,7,368.7903,0
51.578947368421055,8,43.5328,12
51.578947368421055,8,95.8316,8
51.578947368421055,8,111.8547,4
51.578947368421055,8,327.2986,0
51.578947368421055,9,22.3879,12
51.578947368421055,9,124.4899,8
51.578947368421055,9,212.9085,4
51.578947368421055,9,559.3190000000001,0
51.578947368421055,10,20.4035,12
51.578947368421055,10,33.850300000000004,8
51.578947368421055,10,137.6703,4
51.578947368421055,10,2287.197,0
51.578947368421055,11,16.3028,12
51.578947368421055,11,120.2563,8
51.578947368421055,11,298.49940000000004,4
51.578947368421055,11,1274.3381000000002,0
52.31578947368421,0,16.0152,12
52.31578947368421,0,28.4197,8
52.31578947368421,0,47.409600000000005,4
52.31578947368421,0,170.954,0
52.31578947368421,1,17.0733,12
52.31578947368421,1,28.317300000000003,8
52.31578947368421,1,97.2902,4
52.31578947368421,1,310.5383,0
52.31578947368421,2,18.4203,12
52.31578947368421,2,30.0876,8
52.31578947368421,2,106.3244,4
52.31578947368421,2,187.8266,0
52.31578947368421,3,14.1627,12
52.31578947368421,3,38.1696,8
52.31578947368421,3,65.524,4
52.31578947368421,3,385.3725,0
52.31578947368421,4,15.3076,12
52.31578947368421,4,51.200700000000005,8
52.31578947368421,4,90.39,4
52.31578947368421,4,371.8554,0
52.31578947368421,5,18.299200000000003,12
52.31578947368421,5,31.9182,8
52.31578947368421,5,73.1667,4
52.31578947368421,5,616.5512,0
52.31578947368421,6,12.742,12
52.31578947368421,6,69.8618,8
52.31578947368421,6,137.56130000000002,4
52.31578947368421,6,205.2115,0
52.31578947368421,7,16.6328,12
52.31578947368421,7,31.241200000000003,8
52.31578947368421,7,62.3079,4
52.31578947368421,7,759.518,0
52.31578947368421,8,20.9489,12
52.31578947368421,8,32.4741,8
52.31578947368421,8,67.0139,4
52.31578947368421,8,817.0836,0
52.31578947368421,9,15.0341,12
52.31578947368421,9,43.3134,8
52.31578947368421,9,138.90980000000002,4
52.31578947368421,9,688.9249,0
52.31578947368421,10,17.7813,12
52.31578947368421,10,66.01,8
52.31578947368421,10,125.5427,4
52.31578947368421,10,878.9651,0
52.31578947368421,11,14.334,12
52.31578947368421,11,50.700300000000006,8
52.31578947368421,11,85.0224,4
52.31578947368421,11,4051.0084,0
53.05263157894737,0,10.9943,12
53.05263157894737,0,23.212200000000003,8
53.05263157894737,0,41.0363,4
53.05263157894737,0,149.0008,0
53.05263157894737,1,14.4982,12
53.05263157894737,1,38.2413,8
53.05263157894737,1,42.7974,4
53.05263157894737,1,196.3247,0
53.05263157894737,2,19.4291,12
53.05263157894737,2,24.4071,8
53.05263157894737,2,36.6368,4
53.05263157894737,2,252.7161,0
53.05263157894737,3,19.0376,12
53.05263157894737,3,36.8923,8
53.05263157894737,3,57.8699,4
53.05263157894737,3,156.7545,0
53.05263157894737,4,15.1833,12
53.05263157894737,4,47.1818,8
53.05263157894737,4,88.77380000000001,4
53.05263157894737,4,206.9517,0
53.05263157894737,5,12.4762,12
53.05263157894737,5,31.4832,8
53.05263157894737,5,76.126,4
53.05263157894737,5,326.1933,0
53.05263157894737,6,12.0611,12
53.05263157894737,6,43.4266,8
53.05263157894737,6,88.5518,4
53.05263157894737,6,217.8704,0
53.05263157894737,7,22.5891,12
53.05263157894737,7,73.2047,8
53.05263157894737,7,113.2901,4
53.05263157894737,7,135.05190000000002,0
53.05263157894737,8,36.2629,12
53.05263157894737,8,63.3507,8
53.05263157894737,8,112.4307,4
53.05263157894737,8,187.4076,0
53.05263157894737,9,17.843700000000002,12
53.05263157894737,9,38.1043,8
53.05263157894737,9,56.7498,4
53.05263157894737,9,698.9837,0
53.05263157894737,10,18.224500000000003,12
53.05263157894737,10,49.64,8
53.05263157894737,10,58.0354,4
53.05263157894737,10,780.9078000000001,0
53.05263157894737,11,31.955900000000003,12
53.05263157894737,11,44.5965,8
53.05263157894737,11,50.296,4
53.78947368421053,0,9.6972,12
53.78947368421053,0,19.7294,8
53.78947368421053,0,69.7566,4
53.78947368421053,0,99.2448,0
53.78947368421053,1,8.0251,12
53.78947368421053,1,14.9747,8
53.78947368421053,1,56.4879,4
53.78947368421053,1,157.5278,0
53.78947368421053,2,15.5172,12
53.78947368421053,2,30.55,8
53.78947368421053,2,62.531600000000005,4
53.78947368421053,2,118.4747,0
53.78947368421053,3,24.291600000000003,12
53.78947368421053,3,35.444500000000005,8
53.78947368421053,3,84.5287,4
53.78947368421053,3,122.6974,0
53.78947368421053,4,14.6866,12
53.78947368421053,4,25.9431,8
53.78947368421053,4,61.223600000000005,4
53.78947368421053,4,361.2626,0
53.78947368421053,5,8.635,12
53.78947368421053,5,24.6502,8
53.78947368421053,5,73.0177,4
53.78947368421053,5,249.3691,0
53.78947368421053,6,14.6818,12
53.78947368421053,6,25.607000000000003,8
53.78947368421053,6,55.7749,4
53.78947368421053,6,423.8063,0
53.78947368421053,7,12.0068,12
53.78947368421053,7,19.7457,8
53.78947368421053,7,32.0773,4
53.78947368421053,7,1119.717,0
53.78947368421053,8,27.1045,12
53.78947368421053,8,41.7038,8
53.78947368421053,8,70.9264,4
53.78947368421053,8,699.0209,0
53.78947368421053,9,20.841,12
53.78947368421053,9,28.8704,8
53.78947368421053,9,43.8567,4
53.78947368421053,9,1132.8589,0
53.78947368421053,10,15.5586,12
53.78947368421053,10,40.1488,8
53.78947368421053,10,76.9277,4
53.78947368421053,10,1363.0279,0
53.78947368421053,11,19.1414,12
53.78947368421053,11,52.086000000000006,8
53.78947368421053,11,104.1418,4
53.78947368421053,11,933.3636,0
54.526315789473685,0,13.2423,12
