white_y,run,final_time,final_ball_amount
54.526315789473685,0,47.2494,8
54.526315789473685,0,55.8393,4
54.526315789473685,0,134.9177,0
54.526315789473685,1,12.3579,12
54.526315789473685,1,32.3618,8
54.526315789473685,1,84.4723,4
54.526315789473685,1,116.4065,0
54.526315789473685,2,22.4408,12
54.526315789473685,2,44.7331,8
54.526315789473685,2,66.6729,4
54.526315789473685,2,122.1636,0
54.526315789473685,3,24.1615,12
54.526315789473685,3,35.0641,8
54.526315789473685,3,52.5243,4
54.526315789473685,3,171.16500000000002,0
54.526315789473685,4,11.8492,12
54.526315789473685,4,23.7173,8
54.526315789473685,4,86.2044,4
54.526315789473685,4,189.7982,0
54.526315789473685,5,12.9044,12
54.526315789473685,5,42.7714,8
54.526315789473685,5,69.44420000000001,4
54.526315789473685,5,236.0645,0
54.526315789473685,6,9.936,12
54.526315789473685,6,20.232,8
54.526315789473685,6,56.244400000000006,4
54.526315789473685,6,263.1856,0
54.526315789473685,7,9.0801,12
54.526315789473685,7,23.7013,8
54.526315789473685,7,76.2565,4
54.526315789473685,7,192.8901,0
54.526315789473685,8,11.2562,12
54.526315789473685,8,31.3399,8
54.526315789473685,8,101.4002,4
54.526315789473685,8,245.1136,0
54.526315789473685,9,14.0853,12
54.526315789473685,9,44.1086,8
54.526315789473685,9,99.7292,4
54.526315789473685,9,251.7239,0
54.526315789473685,10,9.3551,12
54.526315789473685,10,20.0464,8
54.526315789473685,10,46.6139,4
54.526315789473685,10,454.3344,0
54.526315789473685,11,8.7021,12
54.526315789473685,11,13.0536,8
54.526315789473685,11,131.9179,4
54.526315789473685,11,840.9666000000001,0
55.26315789473684,0,17.2924,12
55.26315789473684,0,25.6469,8
55.26315789473684,0,49.1982,4
55.26315789473684,0,101.1242,0
55.26315789473684,1,9.3213,12
55.26315789473684,1,27.1425,8
55.26315789473684,1,58.9776,4
55.26315789473684,1,122.889,0
55.26315789473684,2,10.4553,12
55.26315789473684,2,28.8198,8
55.26315789473684,2,39.2579,4
55.26315789473684,2,191.0683,0
55.26315789473684,3,14.6275,12
55.26315789473684,3,26.5352,8
55.26315789473684,3,55.831300000000006,4
55.26315789473684,3,81.459,0
55.26315789473684,4,15.9862,12
55.26315789473684,4,27.2917,8
55.26315789473684,4,49.1539,4
55.26315789473684,4,152.8007,0
55.26315789473684,5,7.0548,12
55.26315789473684,5,20.8212,8
55.26315789473684,5,86.912,4
55.26315789473684,5,131.3985,0
55.26315789473684,6,18.2688,12
55.26315789473684,6,34.258,8
55.26315789473684,6,77.0823,4
55.26315789473684,6,123.8986,0
55.26315789473684,7,15.0091,12
55.26315789473684,7,24.861600000000003,8
55.26315789473684,7,60.0846,4
55.26315789473684,7,218.9971,0
55.26315789473684,8,7.385800000000001,12
55.26315789473684,8,34.485600000000005,8
55.26315789473684,8,77.9385,4
55.26315789473684,8,239.8327,0
55.26315789473684,9,6.9453000000000005,12
55.26315789473684,9,27.7014,8
55.26315789473684,9,49.8382,4
55.26315789473684,9,262.2049,0
55.26315789473684,10,9.9292,12
55.26315789473684,10,35.6499,8
55.26315789473684,10,137.11180000000002,4
55.26315789473684,10,392.4292,0
55.26315789473684,11,25.3145,12
55.26315789473684,11,38.845600000000005,8
55.26315789473684,11,87.1473,4
55.26315789473684,11,288.53790000000004,0
56.0,0,24.7704,12
56.0,0,35.5199,8
56.0,0,55.9895,4
56.0,0,114.2837,0
56.0,1,15.0376,12
56.0,1,33.129400000000004,8
56.0,1,63.3717,4
56.0,1,95.625,0
56.0,2,10.7261,12
56.0,2,24.5815,8
56.0,2,55.5637,4
56.0,2,217.2857,0
56.0,3,19.8751,12
56.0,3,30.4167,8
56.0,3,64.4525,4
56.0,3,156.1775,0
56.0,4,10.1087,12
56.0,4,41.2396,8
56.0,4,85.27850000000001,4
56.0,4,113.2081,0
56.0,5,18.4728,12
56.0,5,37.213,8
56.0,5,78.6478,4
56.0,5,207.1898,0
56.0,6,19.149,12
56.0,6,41.5238,8
56.0,6,90.5707,4
56.0,6,215.7469,0
56.0,7,13.8856,12
56.0,7,47.3992,8
56.0,7,129.36530000000002,4
56.0,7,193.8426,0
56.0,8,15.0478,12
56.0,8,31.9997,8
56.0,8,67.6384,4
56.0,8,363.7907,0
56.0,9,10.0194,12
56.0,9,36.427800000000005,8
56.0,9,98.4838,4
56.0,9,2596.7434000000003,0
56.0,10,35.9831,12
56.0,10,54.055600000000005,8
56.0,10,68.8626,4
56.0,10,2730.936,0
56.0,11,7.1611,12
56.0,11,25.2081,8
56.0,11,63.5382,4
